video_id,path,duration
2043,/root/bucket3/hypophysectomies-carhopping.mp4,41
2044,/root/bucket1/arable-sinistrorse.mp4,20
2045,/root/bucket5/polysemous-malacia.mp4,26
2046,/videos/2020-02-01/doodoo-dudism.mp4,8
2047,/root/bucket1/indew-sultana.mp4,5
2048,/root/bucket5/cohesions-dismayingly.mp4,56
2049,/root/bucket4/bilabiate-belittler.mp4,33
2050,/root/bucket4/dionysian-shrimping.mp4,42
2051,/videos/2020-02-03/patrialize-seedless.mp4,59
2052,/root/bucket1/lymphoadenomata-lunula.mp4,50
2053,/root/bucket5/quenches-histaminergic.mp4,28
2054,/videos/2020-02-03/remanences-croquignole.mp4,14
2055,/root/bucket3/routed-momzers.mp4,23
2056,/videos/2020-02-03/cevadilla-agon.mp4,19
2057,/videos/2020-02-04/caudillos-desertified.mp4,46
2058,/root/bucket2/unbedinned-trigonal.mp4,27
2059,/videos/2020-02-04/hules-belleters.mp4,41
2060,/root/bucket3/sharns-niceness.mp4,37
2061,/root/bucket2/catarrhines-fairnytickle.mp4,35
2062,/media/reviewable-globing.mp4,58
2063,/media/outbegs-hardbeams.mp4,40
2064,/videos/2020-02-03/unwhistleable-breakbeats.mp4,37
2065,/root/bucket2/smackers-hubbly.mp4,47
2066,/media/subbranches-spatially.mp4,45
2067,/root/bucket1/smackers-hubbly.mp4,33
2068,/videos/2020-02-02/shipless-refinished.mp4,26
2069,/root/bucket4/ren-deadwoods.mp4,23
2070,/root/bucket4/besmears-summarizer.mp4,40
2071,/root/bucket1/myrmecochory-sombreness.mp4,49
2072,/videos/2020-02-04/cosmologist-ornithology.mp4,40
2073,/root/bucket4/employing-batsman.mp4,51
2074,/videos/2020-02-02/zobu-qualmy.mp4,56
2075,/videos/2020-02-04/langouste-scourged.mp4,39
2076,/root/bucket3/cosmologist-ornithology.mp4,14
2077,/root/bucket1/chinwag-defrags.mp4,6
2078,/videos/2020-02-01/overheat-hetaerismic.mp4,15
2079,/root/bucket5/possessiveness-dogmatisms.mp4,25
2080,/videos/2020-02-03/isomerizing-louma.mp4,18
2081,/videos/2020-02-02/filming-bradoons.mp4,44
2082,/media/boshboks-decarburize.mp4,34
2083,/root/bucket1/rentings-multicapitate.mp4,24
2084,/root/bucket2/sabir-straitwaistcoat.mp4,36
2085,/videos/2020-02-03/abuna-billon.mp4,9
2086,/videos/2020-02-04/balletomania-falderaling.mp4,58
2087,/videos/2020-02-02/rheumic-tiresomenesses.mp4,20
2088,/root/bucket3/musicotherapies-decretive.mp4,59
2089,/videos/2020-02-02/embassages-precognoscing.mp4,21
2090,/root/bucket5/nutation-centripetalisms.mp4,33
2091,/root/bucket4/ren-deadwoods.mp4,35
2092,/root/bucket5/sensei-disfranchise.mp4,56
2093,/root/bucket1/rheotaxis-subcodes.mp4,24
2094,/videos/2020-02-03/canoodlers-carryalls.mp4,9
2095,/media/wayless-belt.mp4,51
2096,/media/clartier-halutzim.mp4,15
2097,/videos/2020-02-01/bough-contraried.mp4,21
2098,/videos/2020-02-01/conspirers-physiques.mp4,10
2099,/root/bucket1/legendized-placeholders.mp4,7
243,/root/bucket4/chats-conditionate-short.mp4,5
392,/root/bucket1/chats-conditionate-long.mp4,59
1694,/videos/2020-02-04/isomerizing-louma-short.mp4,20
1455,/videos/2020-02-03/isomerizing-louma-long.mp4,56
306,/root/bucket3/tipcat-preorder-short.mp4,18
853,/videos/2020-02-04/tipcat-preorder-long.mp4,59
211,/root/bucket5/incipient-mumpishly-short.mp4,7
893,/videos/2020-02-01/incipient-mumpishly-long.mp4,46
126,/root/bucket4/xylorimbas-drosophilas-short.mp4,20
753,/videos/2020-02-01/xylorimbas-drosophilas-long.mp4,31
836,/root/bucket2/disloyalties-modulates-short.mp4,26
27,/videos/2020-02-03/disloyalties-modulates-long.mp4,29
1758,/videos/2020-02-01/scoreboards-preselections-short.mp4,21
1534,/root/bucket5/scoreboards-preselections-long.mp4,54
580,/media/tiptop-stummel-short.mp4,12
529,/root/bucket1/tiptop-stummel-long.mp4,41
592,/root/bucket1/also-subovate-short.mp4,23
1718,/root/bucket5/also-subovate-long.mp4,52
1561,/videos/2020-02-04/stimy-cathodically-short.mp4,20
295,/root/bucket2/stimy-cathodically-long.mp4,50
1595,/root/bucket5/basher-jarping-short.mp4,19
1149,/root/bucket4/basher-jarping-long.mp4,47
49,/videos/2020-02-04/nonresident-scrofulously-short.mp4,24
1120,/videos/2020-02-04/nonresident-scrofulously-long.mp4,56
1785,/videos/2020-02-03/reembark-avoidance-short.mp4,12
176,/root/bucket5/reembark-avoidance-long.mp4,25
236,/root/bucket4/electrophysiologically-toothless-short.mp4,9
113,/root/bucket1/electrophysiologically-toothless-long.mp4,56
491,/root/bucket5/salmagundi-excommunications-short.mp4,12
548,/root/bucket2/salmagundi-excommunications-long.mp4,41
1711,/root/bucket5/elasticness-bandager-short.mp4,7
757,/media/elasticness-bandager-long.mp4,45
975,/root/bucket1/carboxylases-faint-short.mp4,10
52,/root/bucket1/carboxylases-faint-long.mp4,59
1245,/videos/2020-02-01/redshirted-deflexional-short.mp4,12
1398,/media/redshirted-deflexional-long.mp4,56
1427,/root/bucket3/tarpon-hamartiology-short.mp4,28
890,/root/bucket4/tarpon-hamartiology-long.mp4,53
1551,/root/bucket2/praetorships-buggering-short.mp4,10
1699,/root/bucket3/praetorships-buggering-long.mp4,60
1555,/root/bucket1/lurch-galivant-short.mp4,5
926,/videos/2020-02-01/lurch-galivant-long.mp4,54
1538,/videos/2020-02-02/deflowering-insincerities-short.mp4,13
1415,/root/bucket4/deflowering-insincerities-long.mp4,57
993,/videos/2020-02-02/bibliothecae-blackjack-short.mp4,19
1832,/videos/2020-02-03/bibliothecae-blackjack-long.mp4,46
1914,/root/bucket2/prioritises-macromolecular-short.mp4,12
186,/videos/2020-02-01/prioritises-macromolecular-long.mp4,26
692,/videos/2020-02-02/moleskin-depuratives-short.mp4,13
1948,/root/bucket5/moleskin-depuratives-long.mp4,44
1351,/videos/2020-02-04/liquidating-set-short.mp4,21
1152,/root/bucket1/liquidating-set-long.mp4,48
812,/media/orchestraters-septentrional-short.mp4,8
891,/media/orchestraters-septentrional-long.mp4,28
361,/root/bucket1/retimed-stelleridan-short.mp4,26
439,/root/bucket3/retimed-stelleridan-long.mp4,49
1321,/root/bucket2/accended-marooned-short.mp4,27
485,/root/bucket2/accended-marooned-long.mp4,35
315,/videos/2020-02-01/alexine-dapperer-short.mp4,5
658,/videos/2020-02-02/alexine-dapperer-long.mp4,45
1475,/root/bucket5/nationalisms-anecdotist-short.mp4,24
150,/videos/2020-02-01/nationalisms-anecdotist-long.mp4,46
56,/videos/2020-02-02/bichrome-confiseurs-short.mp4,13
1214,/videos/2020-02-03/bichrome-confiseurs-long.mp4,38
1018,/root/bucket5/italicisation-drinkablenesses-short.mp4,16
1936,/root/bucket2/italicisation-drinkablenesses-long.mp4,51
261,/root/bucket2/diplozoic-pellack-short.mp4,24
421,/videos/2020-02-02/diplozoic-pellack-long.mp4,49
829,/videos/2020-02-04/disinvest-branders-short.mp4,19
1610,/media/disinvest-branders-long.mp4,53
1328,/root/bucket4/flashlamps-oligarchically-short.mp4,26
1662,/root/bucket3/flashlamps-oligarchically-long.mp4,36
622,/media/eyeshadows-disentrail-short.mp4,21
979,/videos/2020-02-03/eyeshadows-disentrail-long.mp4,57
1961,/root/bucket3/multitudes-bedticks-short.mp4,22
1993,/videos/2020-02-04/multitudes-bedticks-long.mp4,25
902,/videos/2020-02-03/counterarguments-bagpiping-short.mp4,29
968,/media/counterarguments-bagpiping-long.mp4,60
566,/root/bucket2/inundated-gutsers-short.mp4,14
24,/root/bucket3/inundated-gutsers-long.mp4,40
1182,/root/bucket3/manoscopy-naifer-short.mp4,29
1015,/root/bucket3/manoscopy-naifer-long.mp4,58
802,/videos/2020-02-04/cantharidic-misfires-short.mp4,28
517,/videos/2020-02-04/cantharidic-misfires-long.mp4,32
630,/videos/2020-02-03/supplicatory-dicrotism-short.mp4,20
1719,/root/bucket1/supplicatory-dicrotism-long.mp4,27
1563,/videos/2020-02-01/iconolater-numerate-short.mp4,18
1727,/root/bucket4/iconolater-numerate-long.mp4,48
1199,/videos/2020-02-04/librations-nichering-short.mp4,27
1967,/videos/2020-02-01/librations-nichering-long.mp4,36
1565,/root/bucket3/fumarolic-manyfold-short.mp4,17
694,/root/bucket1/fumarolic-manyfold-long.mp4,31
312,/videos/2020-02-04/merceries-pyranoside-short.mp4,29
562,/media/merceries-pyranoside-long.mp4,34
898,/videos/2020-02-02/convexity-pinchbugs-short.mp4,28
1061,/root/bucket3/convexity-pinchbugs-long.mp4,42
806,/videos/2020-02-03/mollycoddles-gullying-short.mp4,28
1959,/videos/2020-02-03/mollycoddles-gullying-long.mp4,56
819,/root/bucket3/faineances-panpsychists-short.mp4,14
978,/root/bucket4/faineances-panpsychists-long.mp4,27
948,/videos/2020-02-02/howling-oeuvre-short.mp4,17
144,/root/bucket2/howling-oeuvre-long.mp4,57
127,/videos/2020-02-02/weightlessness-underestimations-short.mp4,5
231,/root/bucket1/weightlessness-underestimations-long.mp4,35
868,/videos/2020-02-02/microbiological-singing-short.mp4,24
1006,/root/bucket5/microbiological-singing-long.mp4,39
1292,/root/bucket2/medics-funner-short.mp4,5
533,/videos/2020-02-03/medics-funner-long.mp4,53
778,/root/bucket4/finaliser-monohydric-short.mp4,28
1025,/root/bucket2/finaliser-monohydric-long.mp4,30
1420,/root/bucket3/anopsia-sentimentalism-short.mp4,20
1777,/videos/2020-02-02/anopsia-sentimentalism-long.mp4,57
955,/root/bucket2/voltaic-interpolates-short.mp4,15
469,/videos/2020-02-01/voltaic-interpolates-long.mp4,26
1396,/root/bucket1/beadiest-chorusmasters-short.mp4,27
645,/root/bucket5/beadiest-chorusmasters-long.mp4,56
331,/videos/2020-02-01/hules-belleters-short.mp4,11
111,/root/bucket5/hules-belleters-long.mp4,57
1768,/root/bucket1/suppressed-gillnets-short.mp4,8
1774,/videos/2020-02-04/suppressed-gillnets-long.mp4,43
463,/root/bucket2/tsardom-iodoforms-short.mp4,23
637,/root/bucket2/tsardom-iodoforms-long.mp4,51
1687,/root/bucket5/guslar-lithiums-short.mp4,8
1156,/root/bucket3/guslar-lithiums-long.mp4,27
1784,/media/puns-vicarship-short.mp4,10
656,/root/bucket3/puns-vicarship-long.mp4,52
1966,/root/bucket2/tranquilize-supranationalisms-short.mp4,30
182,/media/tranquilize-supranationalisms-long.mp4,25
766,/videos/2020-02-02/roughened-simonise-short.mp4,5
1920,/root/bucket4/roughened-simonise-long.mp4,41
907,/root/bucket1/brashing-randomizations-short.mp4,12
681,/videos/2020-02-03/brashing-randomizations-long.mp4,41
1261,/root/bucket5/skyman-crossroad-short.mp4,19
895,/videos/2020-02-04/skyman-crossroad-long.mp4,45
1715,/videos/2020-02-01/barters-unsteadies-short.mp4,8
701,/media/barters-unsteadies-long.mp4,47
644,/root/bucket5/abandonment-distinctness-short.mp4,20
455,/root/bucket4/abandonment-distinctness-long.mp4,60
823,/videos/2020-02-03/hefted-soliloquists-short.mp4,29
942,/videos/2020-02-03/hefted-soliloquists-long.mp4,27
96,/videos/2020-02-03/vexillologies-echinuses-short.mp4,12
746,/root/bucket4/vexillologies-echinuses-long.mp4,60
130,/root/bucket5/terpineols-stereotyper-short.mp4,29
1185,/root/bucket1/terpineols-stereotyper-long.mp4,36
1536,/videos/2020-02-04/uncategorisable-lilts-short.mp4,30
1448,/root/bucket4/uncategorisable-lilts-long.mp4,44
352,/media/balletomania-falderaling-short.mp4,22
400,/videos/2020-02-01/balletomania-falderaling-long.mp4,40
953,/videos/2020-02-03/caudillos-desertified-short.mp4,22
1665,/media/caudillos-desertified-long.mp4,38
1057,/root/bucket2/baken-welch-short.mp4,21
1932,/videos/2020-02-04/baken-welch-long.mp4,50
1454,/videos/2020-02-04/coemploy-hysteranthous-short.mp4,20
1927,/root/bucket5/coemploy-hysteranthous-long.mp4,35
1964,/media/ascertain-pleas-short.mp4,14
55,/root/bucket1/ascertain-pleas-long.mp4,45
338,/videos/2020-02-03/centennially-rockfalls-short.mp4,23
1091,/root/bucket1/centennially-rockfalls-long.mp4,31
288,/root/bucket2/mumbliest-phial-short.mp4,27
737,/videos/2020-02-01/mumbliest-phial-long.mp4,39
1019,/videos/2020-02-02/cinquecentos-feignednesses-short.mp4,13
4,/media/cinquecentos-feignednesses-long.mp4,49
488,/videos/2020-02-01/compradore-blit-short.mp4,9
484,/root/bucket5/compradore-blit-long.mp4,45
1904,/videos/2020-02-02/toluols-reaedifyed-short.mp4,27
1070,/media/toluols-reaedifyed-long.mp4,39
1655,/root/bucket2/joggling-destructo-short.mp4,20
535,/root/bucket4/joggling-destructo-long.mp4,42
1320,/videos/2020-02-04/nonvegetarian-submittings-short.mp4,17
47,/videos/2020-02-03/nonvegetarian-submittings-long.mp4,43
605,/root/bucket5/embassages-precognoscing-short.mp4,30
177,/root/bucket1/embassages-precognoscing-long.mp4,34
929,/videos/2020-02-02/subperiods-rebegin-short.mp4,15
128,/root/bucket1/subperiods-rebegin-long.mp4,59
1888,/videos/2020-02-03/felching-shortarses-short.mp4,10
165,/root/bucket1/felching-shortarses-long.mp4,57
1191,/videos/2020-02-01/avens-electroencephalographic-short.mp4,13
180,/root/bucket5/avens-electroencephalographic-long.mp4,25
1413,/videos/2020-02-02/dungier-epiphysis-short.mp4,10
86,/root/bucket5/dungier-epiphysis-long.mp4,34
817,/videos/2020-02-02/gynaecia-stickhandle-short.mp4,29
1234,/root/bucket1/gynaecia-stickhandle-long.mp4,27
1571,/root/bucket3/agaric-articulatenesses-short.mp4,27
982,/root/bucket4/agaric-articulatenesses-long.mp4,39
248,/videos/2020-02-01/mitched-micromanipulations-short.mp4,8
776,/videos/2020-02-04/mitched-micromanipulations-long.mp4,35
1980,/videos/2020-02-03/tableaus-repatriated-short.mp4,23
199,/videos/2020-02-03/tableaus-repatriated-long.mp4,45
1546,/videos/2020-02-02/mucins-culicine-short.mp4,11
1063,/videos/2020-02-04/mucins-culicine-long.mp4,54
1290,/videos/2020-02-03/prunted-outstation-short.mp4,12
1810,/root/bucket2/prunted-outstation-long.mp4,58
290,/root/bucket3/preplanning-prostituted-short.mp4,22
1145,/root/bucket1/preplanning-prostituted-long.mp4,58
695,/root/bucket3/conjurer-outrocking-short.mp4,6
1225,/root/bucket3/conjurer-outrocking-long.mp4,49
729,/videos/2020-02-01/inclosures-whillywhaws-short.mp4,30
1726,/videos/2020-02-01/inclosures-whillywhaws-long.mp4,32
911,/root/bucket2/crankcase-nonequilibria-short.mp4,15
42,/videos/2020-02-03/crankcase-nonequilibria-long.mp4,41
1558,/root/bucket5/pneumonias-dispassionately-short.mp4,10
1073,/root/bucket5/pneumonias-dispassionately-long.mp4,56
931,/root/bucket1/unelectrified-gallicise-short.mp4,10
309,/root/bucket3/unelectrified-gallicise-long.mp4,60
708,/root/bucket5/gaggeries-chromotype-short.mp4,14
251,/root/bucket1/gaggeries-chromotype-long.mp4,33
1087,/media/avifaunas-perchlorate-short.mp4,10
208,/videos/2020-02-04/avifaunas-perchlorate-long.mp4,58
1917,/videos/2020-02-01/inflictor-hydrosoma-short.mp4,26
1922,/root/bucket5/inflictor-hydrosoma-long.mp4,36
217,/videos/2020-02-02/portrayed-aldermanlike-short.mp4,10
522,/videos/2020-02-01/portrayed-aldermanlike-long.mp4,31
78,/root/bucket3/carboyed-microcyte-short.mp4,19
8,/root/bucket1/carboyed-microcyte-long.mp4,49
1102,/root/bucket1/upstep-rand-short.mp4,6
1029,/videos/2020-02-03/upstep-rand-long.mp4,30
1067,/root/bucket5/maltsters-stethoscopists-short.mp4,9
1030,/root/bucket1/maltsters-stethoscopists-long.mp4,32
1,/root/bucket1/guangos-infusions-short.mp4,16
1337,/root/bucket2/guangos-infusions-long.mp4,27
203,/videos/2020-02-01/lingers-quickbeam-short.mp4,22
238,/root/bucket1/lingers-quickbeam-long.mp4,35
151,/root/bucket5/woon-issues-short.mp4,10
1495,/videos/2020-02-04/woon-issues-long.mp4,37
648,/media/effectualness-scathing-short.mp4,19
1802,/videos/2020-02-01/effectualness-scathing-long.mp4,50
202,/videos/2020-02-03/oanshagh-hindquarters-short.mp4,18
578,/root/bucket5/oanshagh-hindquarters-long.mp4,44
1076,/videos/2020-02-03/podiums-lea-short.mp4,24
961,/root/bucket5/podiums-lea-long.mp4,57
570,/root/bucket3/bouses-devitalizing-short.mp4,6
10,/root/bucket5/bouses-devitalizing-long.mp4,55
1368,/videos/2020-02-04/cuneal-backspaces-short.mp4,14
1863,/root/bucket2/cuneal-backspaces-long.mp4,27
1923,/videos/2020-02-01/gangsterdom-noncrisis-short.mp4,30
102,/media/gangsterdom-noncrisis-long.mp4,52
1144,/root/bucket2/neafes-overadvertizing-short.mp4,9
1089,/root/bucket3/neafes-overadvertizing-long.mp4,32
613,/videos/2020-02-01/seamanships-kalpas-short.mp4,11
473,/root/bucket3/seamanships-kalpas-long.mp4,42
1066,/videos/2020-02-01/enantiopathies-rechanging-short.mp4,12
1174,/root/bucket3/enantiopathies-rechanging-long.mp4,41
263,/media/minbar-heediness-short.mp4,17
1519,/root/bucket1/minbar-heediness-long.mp4,59
1871,/root/bucket2/retextured-unmerited-short.mp4,13
1587,/root/bucket3/retextured-unmerited-long.mp4,32
1209,/root/bucket3/brawnily-chlorella-short.mp4,14
1709,/root/bucket1/brawnily-chlorella-long.mp4,27
1559,/media/retrospecting-optics-short.mp4,16
671,/root/bucket4/retrospecting-optics-long.mp4,40
59,/root/bucket1/blacktops-nummuline-short.mp4,15
1032,/root/bucket1/blacktops-nummuline-long.mp4,50
821,/root/bucket2/underuse-microsleeps-short.mp4,15
879,/media/underuse-microsleeps-long.mp4,45
506,/root/bucket3/pervier-nasalise-short.mp4,20
1629,/root/bucket4/pervier-nasalise-long.mp4,42
163,/videos/2020-02-02/unctuously-refractometer-short.mp4,27
51,/videos/2020-02-02/unctuously-refractometer-long.mp4,37
507,/videos/2020-02-02/cliparts-synoicous-short.mp4,16
1638,/root/bucket1/cliparts-synoicous-long.mp4,56
482,/root/bucket4/genealogize-maquiladoras-short.mp4,8
413,/root/bucket2/genealogize-maquiladoras-long.mp4,35
129,/videos/2020-02-01/alchemical-supported-short.mp4,6
1751,/root/bucket3/alchemical-supported-long.mp4,32
1901,/videos/2020-02-02/hemitropous-semiofficially-short.mp4,9
325,/root/bucket5/hemitropous-semiofficially-long.mp4,52
225,/media/terracettes-mimer-short.mp4,16
85,/videos/2020-02-03/terracettes-mimer-long.mp4,32
534,/root/bucket3/autorotating-frijole-short.mp4,16
1049,/videos/2020-02-02/autorotating-frijole-long.mp4,58
249,/root/bucket3/chaffinches-quinquagesimal-short.mp4,24
949,/root/bucket4/chaffinches-quinquagesimal-long.mp4,46
1722,/videos/2020-02-03/trevallys-gunneries-short.mp4,30
655,/root/bucket4/trevallys-gunneries-long.mp4,31
1304,/media/bordereau-inquisitive-short.mp4,5
794,/root/bucket5/bordereau-inquisitive-long.mp4,55
1038,/root/bucket1/disaccording-storekeeping-short.mp4,24
1592,/videos/2020-02-01/disaccording-storekeeping-long.mp4,42
1973,/videos/2020-02-01/remixed-glorifies-short.mp4,24
1925,/videos/2020-02-03/remixed-glorifies-long.mp4,37
886,/media/halogenation-dandyfunks-short.mp4,25
1530,/root/bucket3/halogenation-dandyfunks-long.mp4,35
1275,/videos/2020-02-02/braggartly-holstering-short.mp4,20
914,/videos/2020-02-03/braggartly-holstering-long.mp4,36
395,/root/bucket3/emption-snouty-short.mp4,11
1958,/root/bucket3/emption-snouty-long.mp4,41
540,/videos/2020-02-01/duskened-aldohexose-short.mp4,19
1609,/videos/2020-02-01/duskened-aldohexose-long.mp4,42
583,/videos/2020-02-01/torridness-schemozzled-short.mp4,27
546,/root/bucket3/torridness-schemozzled-long.mp4,42
519,/media/aidless-patronized-short.mp4,5
652,/root/bucket3/aidless-patronized-long.mp4,55
565,/root/bucket4/lollapalooza-unexploded-short.mp4,21
759,/videos/2020-02-01/lollapalooza-unexploded-long.mp4,59
0,/root/bucket5/saliences-experiencer-short.mp4,10
807,/root/bucket3/saliences-experiencer-long.mp4,26
1933,/videos/2020-02-01/aghas-trunksleeve-short.mp4,9
866,/root/bucket3/aghas-trunksleeve-long.mp4,36
317,/root/bucket2/pummelled-acidifies-short.mp4,15
26,/videos/2020-02-03/pummelled-acidifies-long.mp4,56
1598,/videos/2020-02-03/cardiologists-tonkers-short.mp4,28
252,/videos/2020-02-03/cardiologists-tonkers-long.mp4,47
1001,/videos/2020-02-01/kazillions-geomedicines-short.mp4,15
1154,/media/kazillions-geomedicines-long.mp4,39
927,/root/bucket1/nickeliferous-pyrolas-short.mp4,21
1405,/root/bucket1/nickeliferous-pyrolas-long.mp4,40
888,/videos/2020-02-04/syncopation-methenamine-short.mp4,23
1036,/root/bucket1/syncopation-methenamine-long.mp4,47
214,/videos/2020-02-02/arithmophobias-battalions-short.mp4,24
358,/root/bucket5/arithmophobias-battalions-long.mp4,28
590,/videos/2020-02-03/blockishly-undermines-short.mp4,27
216,/videos/2020-02-04/blockishly-undermines-long.mp4,39
995,/videos/2020-02-02/fleecy-epacts-short.mp4,11
425,/root/bucket2/fleecy-epacts-long.mp4,44
707,/root/bucket2/okay-windsail-short.mp4,18
1814,/media/okay-windsail-long.mp4,32
1044,/root/bucket5/pepperer-rustication-short.mp4,17
1799,/videos/2020-02-02/pepperer-rustication-long.mp4,32
1233,/videos/2020-02-03/shipless-refinished-short.mp4,16
1934,/videos/2020-02-03/shipless-refinished-long.mp4,39
1230,/media/semilethal-vidimuses-short.mp4,14
284,/videos/2020-02-04/semilethal-vidimuses-long.mp4,37
193,/root/bucket1/extensionists-throaty-short.mp4,15
711,/videos/2020-02-01/extensionists-throaty-long.mp4,25
1782,/root/bucket2/conspirers-physiques-short.mp4,8
1197,/videos/2020-02-03/conspirers-physiques-long.mp4,29
1539,/root/bucket1/sinewless-eughen-short.mp4,9
1382,/videos/2020-02-04/sinewless-eughen-long.mp4,34
615,/root/bucket1/arachnophobes-whangam-short.mp4,28
984,/root/bucket2/arachnophobes-whangam-long.mp4,45
1976,/root/bucket4/workfare-gunboat-short.mp4,14
277,/videos/2020-02-02/workfare-gunboat-long.mp4,32
1254,/videos/2020-02-01/eastlin-carbonadoing-short.mp4,28
1657,/root/bucket1/eastlin-carbonadoing-long.mp4,47
1885,/root/bucket5/strewments-calceolarias-short.mp4,24
1968,/root/bucket3/strewments-calceolarias-long.mp4,50
1589,/root/bucket5/laterising-aquaphobics-short.mp4,21
389,/root/bucket3/laterising-aquaphobics-long.mp4,29
189,/videos/2020-02-03/hypophysectomies-carhopping-short.mp4,16
1796,/root/bucket3/hypophysectomies-carhopping-long.mp4,59
328,/root/bucket5/onloads-ballyard-short.mp4,21
1649,/root/bucket2/onloads-ballyard-long.mp4,37
1671,/root/bucket3/operosenesses-kiwifruit-short.mp4,22
71,/root/bucket4/operosenesses-kiwifruit-long.mp4,40
509,/root/bucket4/futhork-role-short.mp4,5
108,/videos/2020-02-02/futhork-role-long.mp4,58
1650,/root/bucket3/pressors-disanimate-short.mp4,30
164,/videos/2020-02-01/pressors-disanimate-long.mp4,36
1210,/root/bucket3/starboarding-nephrotoxicities-short.mp4,20
909,/root/bucket1/starboarding-nephrotoxicities-long.mp4,33
1617,/media/roue-mallanders-short.mp4,23
1541,/root/bucket3/roue-mallanders-long.mp4,46
621,/root/bucket4/geo-intergranular-short.mp4,23
135,/videos/2020-02-01/geo-intergranular-long.mp4,60
298,/media/excel-postilions-short.mp4,20
841,/media/excel-postilions-long.mp4,25
1168,/root/bucket2/immobilism-sugarcoat-short.mp4,29
702,/root/bucket1/immobilism-sugarcoat-long.mp4,55
795,/root/bucket4/clabbers-tostada-short.mp4,10
1161,/root/bucket3/clabbers-tostada-long.mp4,52
17,/videos/2020-02-04/cagyness-ferine-short.mp4,12
1721,/videos/2020-02-02/cagyness-ferine-long.mp4,52
739,/root/bucket4/reprographic-centralization-short.mp4,20
818,/root/bucket4/reprographic-centralization-long.mp4,45
1543,/videos/2020-02-01/blastomeric-nincompoopery-short.mp4,19
1566,/root/bucket3/blastomeric-nincompoopery-long.mp4,28
1433,/root/bucket1/undepreciated-dankly-short.mp4,11
98,/root/bucket5/undepreciated-dankly-long.mp4,26
1562,/videos/2020-02-03/expressiveness-gulfweeds-short.mp4,7
1206,/media/expressiveness-gulfweeds-long.mp4,50
967,/root/bucket3/tautologisms-pickin-short.mp4,17
1962,/root/bucket1/tautologisms-pickin-long.mp4,46
1949,/root/bucket5/bandas-chinaman-short.mp4,29
152,/root/bucket5/bandas-chinaman-long.mp4,41
1244,/videos/2020-02-01/dimethylhydrazines-quicksilver-short.mp4,12
266,/videos/2020-02-02/dimethylhydrazines-quicksilver-long.mp4,28
1117,/videos/2020-02-03/nonathlete-overtreated-short.mp4,10
492,/root/bucket2/nonathlete-overtreated-long.mp4,42
1676,/videos/2020-02-01/fallfish-stripiness-short.mp4,15
860,/root/bucket5/fallfish-stripiness-long.mp4,52
1269,/root/bucket1/smalminess-shisos-short.mp4,7
1772,/root/bucket5/smalminess-shisos-long.mp4,52
1989,/root/bucket4/relieved-utilitarianized-short.mp4,16
1053,/root/bucket4/relieved-utilitarianized-long.mp4,34
1857,/root/bucket3/mathematician-beekeepers-short.mp4,25
119,/root/bucket4/mathematician-beekeepers-long.mp4,55
1713,/root/bucket1/babouche-footwears-short.mp4,8
